ID	locution1	locution2	label	roberta_mnli_locution_pred	eval_status
QT30_174	eventually we'll have to stop	there are things we can do to address the effects of taking those hydrocarbons out of the ground	1	0	FN
QT30_176	not officially	you've hitched your wagon	1	0	FN
QT30_186	then I ran secondly as a Brexit Party candidate	I don't represent the Brexit Party	1	0	FN
QT30_187	I'm not involved with that party, which is now Reform	then I ran secondly as a Brexit Party candidate	1	0	FN
QT30_192	this is the first time this past election I had to seriously sit down and think about whether I would vote Labour	I have voted Labour all my life	1	0	FN
QT30_194	I don't feel the same way anymore	I could be proud to vote for	1	0	FN
QT30_196	it isn't at the moment	it provides hope and inspiration for people	1	0	FN
QT30_197	The time for this is not now, everyone knows that's obvious	I do believe that there is…that you have to now	1	0	FN
QT30_198	how is 48 per cent in the Brexit referendum a mandate to nothing	48 per cent is a mandate for a referendum	1	0	FN
QT30_199	I have a mandate from those people for independence	in these elections, people can happily vote for the SNP if they are pro remaining in the United Kingdom, safe in the knowledge that they are voting for an SNP government with a much broader agenda and a broader set of elections	1	0	FN
QT30_205	this government seems to want to reduce it	over the last few decades, if not centuries, we've seen successive governments try to expand the franchise	1	0	FN
QT30_207	when the situation changed in England, hey presto, they extended the furlough	we were refused	1	0	FN
QT30_214	I cannot	I want to travel to India today	1	0	FN
QT30_216	you've still got concessions being run by private companies	there is that increased measure of public input	1	0	FN
QT30_217	in this case, in the railways, it just hasn't worked	privatisation is a positive thing	1	0	FN
QT30_220	if it's the water that comes out of your tap or indeed the train that I took from Crewe to Euston today you don't have that choice	when you walk down the high street, and unfortunately for me there are many frozen pea purveyors and as a consumer you can go pretty much where you like	1	0	FN
QT30_222	when you add on the transportation costs actually our calculations are that it won't be so cheap at the end of it	it's very cheap to produce	1	0	FN
QT30_226	when you travel across the world most people are pretty similar in terms of what they want out of their lives	we get caught up on religion and beliefs and skin colour and our differences	1	0	FN
QT30_231	you are offer 50	He asked for 700 per student	1	0	FN
QT30_238	we don't know who to trust	I'm sure you're right and very well informed	1	0	FN
QT30_241	I would like to see us work out a way to live with it on a longer term basis	I would like to see restrictions lifted sooner	1	0	FN
QT30_248	the ending of the eviction ban is premature	I have every sympathy with landlords	1	0	FN
QT30_251	people are still on furlough, people still aren't back in work	The conservative there mentioned, well, things will get back to normal	1	0	FN
QT30_253	We have a food bank that is absolutely flooded out with people who simply cannot afford to buy food for their children	I live in a quite well-off part of London and I'm okay	1	0	FN
QT30_255	there's something wrong where we tell people unless they pump their body full of a chemical, they are out of their job	I'm not hesitant	1	0	FN
QT30_268	It is going to be a tiny, tiny proportion of food that's going to be coming for Australia	the largest farm there is something like the size of the state of Israel	1	0	FN
QT30_269	leaves him in charge to our response to a global pandemic	he believes his Health Secretary to be incompetent	1	0	FN
QT30_278	it is a dramatically suppressed link	It is not a broken link	1	0	FN
QT30_282	I mean it worked because we had to do it to make it work for Zoom	It was absolutely terrible	1	0	FN
QT30_283	we don't know factually what got us here	Normal got us here	1	0	FN
QT30_284	it would just be kind of representative of the decline	No, that's a long way off	1	0	FN
QT30_295	I don't want to force anybody to have a vaccine	I would love to see the passports used	1	0	FN
QT30_301	It should be children as well	They are choosing bricks	1	0	FN
QT30_302	I do watch athletics quite a lot	I don't watch a lot of sport	1	0	FN
QT30_303	if you're a very poor woman with children, living alone, with no resources, and no knowledge of how to argue these things and where to find help	There are always ways of getting around that kind of thing	1	0	FN
QT30_305	as complete amateurs, with no modelling, sticking our oar in to say what we think should happen without any idea whether that's an idea at the expense of people potentially dying	All that we can do in this situation is try our best to use the best knowledge that we have from the most knowledgeable people and make some sort of estimate about it	1	0	FN
QT30_307	I don't think we are back to normal	the message coming out from the government will be we are back to normal	1	0	FN
QT30_311	I don’t earn too much	I have to give the money back now because I earn too much	1	0	FN
QT30_314	that seems to be an attempt here to do that	You cannot change the game when you are playing the game	1	0	FN
QT30_320	I find a reason not to be in the room	I'm five minutes from where things are happening	1	0	FN
QT30_322	at the moment we have a government to whom they feel the law doesn't apply to them	Our democratic system has a series of checks and balances	1	0	FN
QT30_335	we couldn't afford to do	we all tomorrow ran out and bought an electric car	1	0	FN
QT30_340	I'm not astonished the language is being used	There's no possible explanation for it	1	0	FN
QT30_359	It's not the most pleasant of things	it's not particularly onerous	1	0	FN
QT30_367	in the North East of Scotland	Not in the North East	1	0	FN
QT30_369	the Scottish National Party Government in Edinburgh	the Conservative Party is investing and does care about the North East of Scotland	1	0	FN
QT30_382	Why aren't they getting it	we announced as we arrived in Manchester, £0.5 billion for exactly those people	1	0	FN
QT30_383	but when you listen to what he said, he said nothing	He was able to excite everyone with his slogans	1	0	FN
QT30_392	these sectors are worth a lot to our economy	We have seen hundreds of thousands of pounds worth of tomatoes wasted	1	0	FN
QT30_402	there was no plan	They have had 5 years to prepare for it	1	0	FN
QT30_410	I don't know why they don't give it	that's the only reason why they don't give it	1	0	FN
QT30_416	our deliveries are going down at exactly the wrong time when they need to go up	we are stock building now for Christmas	1	0	FN
QT30_420	I'm really concerned that they seem to be making the licences easier to get	I understand that the government need to recruit more HGV drivers	1	0	FN
QT30_422	The main problem though is the tests couldn't be run because of coronavirus	I've opened up tests	1	0	FN
QT30_424	you know that it will need to go up if we're to deal with these problems	You promised that immigration would come down	1	0	FN
QT30_449	which I think is wrong when people are saying that you can get in…supposed to be able to see the GP face to face	it all has to be done via the phone	1	0	FN
QT30_453	the fire safety bill that has gone through today is the starting point	it's not helping her	1	0	FN
QT30_458	We believe the real answer lies in not fighting about the pieces of the vaccine pie	There's a debate about excess stock	1	0	FN
QT30_462	there could be a vaccine	I don't know if there's a vaccine that we could use	1	0	FN
QT30_463	We do need to do a lot more	I'm pleased that the Government have done something	1	0	FN
QT30_472	Don't pause it	The Home Office said they're on a pause	1	0	FN
QT30_477	it was brilliant	it was a disaster	1	0	FN
QT30_485	It isn't really a shock to me	Yes, that is a shock	1	0	FN
QT30_487	it's absolutely not academic for the 3 million people who work in hospitality	after an unexplained two-week delay from the court, the judgment was that it was academic	1	0	FN
QT30_488	The next day opening up in England is 17 May	The government said it would be driven by data not dates	1	0	FN
QT30_489	that's what we are seeing and in effect there is a border down the Irish Sea	the Prime Minister said that the Northern Ireland protocol was ingenious and would not result in checks or barriers or border	1	0	FN
QT30_494	they are deliberately at a different level which is something I found interesting when I started to work in politics as opposed to business	Neither of those things are true	1	0	FN
QT30_496	No, it's not	everything the Government does is correct	1	0	FN
QT30_512	it's pointless	The Government has announced a new crime bill and included tougher sentencing for rape, convictions	1	0	FN
QT30_513	there's no deterrent there if it's a 2, 3, 4% of cases	It's a deterrent	1	0	FN
QT30_521	it's not been done	it was made a priority to look after women and gendered violence	1	0	FN
QT30_530	there are 18 million adults in the country that's going to take more weeks	35 million have had their first jab	1	0	FN
QT30_534	It's looking really positive and I think we should be quite cheerful about that	the idea of the NHS being overwhelmed is deeply frightening	1	0	FN
QT30_538	now we're having to do so	We haven't closed a single store, we haven't missed a single delivery	1	0	FN
QT30_539	it evidently did not drive enough	at that time it drove many establishment changes	1	0	FN
QT30_540	we still must be careful	we have to go forward	1	0	FN
QT30_546	The problem is that would be putting me ahead of the queue in terms of clinical need	I would be happy to do that	1	0	FN
QT30_547	not unanimous	Quite a lot	1	0	FN
QT30_556	they’ve always insisted until this point that they were only going to pursue the NHS app	Matt Hancock and Baroness Harding said today that they’ve backed both horses of the Google and the android model and the NHS app	1	0	FN
QT30_559	towards the end of the shoot that got curtailed, we had another outbreak and I was quite surprised to learn that we weren’t able to do testing and tracing, that the system had been stopped	we had an outbreak during the shoot over in Belfast when there was the test and trace system originally, the containment phase, and we were able to deal with that and we were able to carry on uninterrupted	1	0	FN
QT30_561	it's hard to trust politicians at the best of times	the idea that we need complete honesty and complete trust	1	0	FN
QT30_564	Sadly, it doesn't	optimism could heat our homes	1	0	FN
QT30_566	the majority of the population unfortunately would probably assume that in some way or another, politicians are there not only to represent themselves, but, and you know, the population, but also to go that little bit too far you know	I don't expect politicians to be -- to behave badly	1	0	FN
QT30_570	I think fans absolutely should do	I think that was absolutely right	1	0	FN
QT50_000	but that is what we have seen from this Prime Minister	No, I don't think anyone should be allowed to make up the rules as they go along	1	0	FN
QT50_008	Or ensuring that Christmas lunches with small numbers of people that we have in hospitality settings can continue	Do we many a gathering, as people said, a large number of people, no masks on	1	0	FN
QT50_009	it was costing businesses money in the latter stages	it was	1	0	FN
QT50_011	We can't afford to have the economy shut down because everybody is sick	It is not a simple case of if we shut things down, the economy suffers	1	0	FN
QT50_020	but it is important we have strong opposition in other ways.	I think it has been really important we work together	1	0	FN
QT50_024	I was able to push the then actual Secretary of State for housing to make a commitment to 3.5 billion for cladding removal	It was shadow housing secretary it was hard to get the government to acknowledge the damage done on cladding	1	0	FN
QT50_028	now in A&E, when I am doing my shifts, I am seeing the elderly coming in with electric burns from the same sort of heater	that was a time of the past	1	0	FN
QT50_029	to give us 200 pounds which, and this is the small print, we have to pay back so you might call the Government's strategy of dealing with the problem which has been exacerbated by Government as socialism with a miserly face where the Government takes your money, gives it back to you then asks you to return it	The Government's proposal to support us during this at a time in which the average bill will rise by 700 pounds is to give 150 pounds back via Council tax which is good	1	0	FN
QT50_037	worried I might be sicker than I have been	Never worried I would end up in hospital	1	0	FN
QT50_047	but behind each individual number there is a personal tragedy for both the individuals concerned but also their relatives and families	and we can talk about numbers	1	0	FN
QT50_058	I agree with some of the points	Just disappointed	1	0	FN
QT50_059	as soon as you develop symptoms of Coronavirus you have to have that data on a database	My understanding is once you sign up to the app there is not a lot of data	1	0	FN
QT50_074	when this comes to ambulance workers, community trust workers, hospital workers you are obviously here as the face of that	you are talking about the people in your office	1	0	FN
QT50_079	Inside Russia, and inside Moscow, people close to him, not everyone may think it is a good idea	they're lining up behind the Russian president	1	0	FN
QT50_086	there needs to be significantly more movement there	I know there has been significant movement there	1	0	FN
QT50_093	in a crisis now, they can't find some way of getting a VIP hot line for the people who actually want to come to this country and get protection and during an emergency in their time of need	During the middle of the pandemic, in a heartbeat, a VIP hot line was set up for their mates to get contracts out	1	0	FN
QT50_110	They have failed	was be able to roll into Kyiv within 72 hours.	1	0	FN
QT50_116	there's been a huge outpouring of goodwill to rehome these people and support them at their time of need	we're still seeing disastrous numbers of people actually being allowed	1	0	FN
QT50_119	we can't fight Vladimir Putin with blankets	As a Ukrainian MP said to me this week, it's all very well sending us blankets	1	0	FN
QT50_123	I don't know how	surely we can do something about that	1	0	FN
QT50_124	is never held accountable	Boris seems to always apologise and always say I'm sorry	1	0	FN
QT50_125	we would've been fined	is never held accountable	1	0	FN
QT50_126	yet they imposed those laws on everyone else	They knew it was fine, they were young, they were healthy, they were not worried	1	0	FN
QT50_128	they were happening right there and then	they dismiss it as these were problems that were happening in the past	1	0	FN
QT50_132	I find it hard to believe that there aren't other examples of similar risky things happening in the NHS	it's isolated in the sense that it's the absolute worst example	1	0	FN
QT50_134	the polling shows that 80 per cent of the population actually think that wind farms onshore are a good thing	people say that onshore wind farms are not popular	1	0	FN
QT50_146	actually £9 billion set aside, a £200 discount on energy bills, £150 discount on council tax, additional funds to make sure the most vulnerable are able…give them assistance in paying their energy bills	Not deal with it completely	1	0	FN
QT50_148	it also means diplomacy	that's going to mean sanctions	1	0	FN
QT50_152	the heat goes straight out the window	it's all very well being able to heat up your home	1	0	FN
QT50_153	Disruptive energy technology doesn't have an expert	the innovation programmes that they put together were being run by experts	1	0	FN
QT50_168	we're left in gridlock	things happen at short notice	1	0	FN
QT50_171	and in fact unemployment is less than four per cent	ten per cent unemployment	1	0	FN
QT50_183	we do need to probably move on from it	I'm not saying that we can just forgive and forget	1	0	FN
QT50_184	a lot of people will struggle to move on	I understand the intention and the want to move on from this and focus on the issues that really matter	1	0	FN
QT50_191	So why was the decision made?	you do not make the decision	1	0	FN
QT50_193	Nothing	What happens	1	0	FN
QT50_201	why is that not happening	they care	1	0	FN
QT50_206	the Sue Gray Report hadn't come out	what was announced yesterday, with the Sue Gray Report	1	0	FN
QT50_214	we need to get this addressed	we don't get this addressed	1	0	FN
QT50_216	I think it's too little too late in some instances	I actually welcome the package of measures that have been brought forward	1	0	FN
QT50_223	Where was consent in Northern Ireland for Brexit	I listen carefully to Robert saying the importance of consent	1	0	FN
QT50_228	All of the things that Boris Johnson and his government have shown they cannot deliver	The way forward is going to be statecraft, diligence, and graft	1	0	FN
QT50_229	the government's going ahead	Every single party in Stormont from both communities have voted against it and stood up against it	1	0	FN
QT50_235	we can get around the table and try to find solutions because medicines issues, pets, plants, business	We can keep going back to Brexit and having the squabbles that everybody has been having	1	0	FN
QT50_238	we go back to the same tittle-tattle again	listening to the panel tonight, I thought that this was going to be such a good and positive outcome to a lot of things	1	0	FN
QT50_243	The prime minister and his friends in government have civilian more than given the impression that the rules don't apply to them	That's the rule of law	1	0	FN
QT50_245	she won't be drawing conclusions	she will produce an dependent report and do everything she can with the evidence put before her	1	0	FN
QT50_246	a time we are trying all to forget	We just need to look back to that time in May to 20	1	0	FN
QT50_247	his office deserves some respect	I won't pretend that I'm a fan of Douglas Ross	1	0	FN
QT50_248	you don't dare	You do want to	1	0	FN
QT50_256	when they do it is cutting funding for towns	they don't anything	1	0	FN
QT50_257	It is not given to us	The point you say money given to us	1	0	FN
QT50_259	this is where local planning policies need to be more sensitive	I'm not in favour of a marketed intervention	1	0	FN
QT50_266	Boris has led us out of that and followed the will of the people in the country, got through that, and got us Brexit, and dealt with covid	I wouldn't defend that	1	0	FN
QT50_276	there are too many of them offering tax cuts which are unfunded	you have got quite a lot of interesting, young candidates, pushing forward quite bold new ideas	1	0	FN
QT50_281	no he hasn't the Northern Ireland protocol hasn't started yet	everyone keeps saying Boris Johnson got Brexit done	1	0	FN
QT50_282	you can't do that	that's what we have to do in our own lives and in our jobs	1	0	FN
QT50_283	You have to pay for them	Public services are the bedrock of a civilised society	1	0	FN
QT50_289	strikes are so damaging to students	100% support pay rises for teachers	1	0	FN
QT50_290	it would be a reasonable idea	nobody is advocating that	1	0	FN
QT50_292	public sector workers are expecting to get a pay cut	We were promised a high wage high skill economy	1	0	FN
QT50_296	We have got empty properties in Paignton	Every bit of land they are	1	0	FN
QT50_301	the crisis hasn't stopped	the pandemic finished in February	1	0	FN
QT50_302	suddenly you say we can't help anymore	it was one of the best in the world	1	0	FN
QT50_305	she didn't seem to take on board was that that goes hand-in-hand with reassurance	You want things to be different and thought of again in a different way	1	0	FN
QT50_307	but it presents us with so many opportunities to create brilliant jobs across our country, well paid, highly skilled	Climate change presents us with so many challenges	1	0	FN
QT50_316	I was told today that the lender has pulled the offer and the best I can get is 10.5%	I was told my initial interest rate would be 4.5%	1	0	FN
QT50_319	it is not a traditional inflation event	We're in a situation where inflation is running high	1	0	FN
QT50_320	We don't have an over-heated economy	you get an over-heated economy	1	0	FN
QT50_321	they're going up by 6%	You stepped in as a Central Government and said no, that won't happen	1	0	FN
QT50_322	I know 5% for somebody earning over £150,000 is more to them than a penny for somebody earning a lot less	I have dyscalculia which is mathematical dyslexia	1	0	FN
QT50_332	They've never really got a proper answer for anything	I keep hearing it from Labour what they're going to do	1	0	FN
QT50_342	I don't think that's a responsible choice	it is right that we use government money to create jobs and not cut the higher rate of tax	1	0	FN
QT50_345	it is also right we look at the positive impacts of the growth plan	it hasn't gone as planned	1	0	FN
QT50_348	people are living in terror about more, the mortgage costs going up	people are living in terror about the energy costs	1	0	FN
QT50_349	possibly the next week	Possibly tomorrow	1	0	FN
QT50_353	I do believe there is a majority against the status quo	There's not a majority in this country that supports independence	1	0	FN
QT50_368	We would do just fine	Scotland couldn't make it as a country, a small country of 6 million people within Europe	1	0	FN
QT50_385	no one is an enemy	we are opponents	1	0	FN
QT50_388	not about rubbing a line off a map where all the protections of the Good Friday Agreement are there no matter what your position, whether you're British or Irish	on this island, it is about how you phrased it, it is about a new Ireland	1	0	FN
QT50_410	this is the sixth richest economy in the world	It is desperate	1	0	FN
QT50_413	The press keep saying it’s a respiratory disease	It’s a blood disease that stops the oxygen getting around your body, which affects any or all of your organs	1	0	FN
QT50_415	we don’t have 40	did you just say we have 40 new hospitals	1	0	FN
QT50_421	But to say that we’re not funding the NHS isn’t accurate	I think the lady is right to identify that we have backlogs	1	0	FN
QT50_423	we have been chronically underfunded	it’s a very, very, very good health service	1	0	FN
QT50_426	there are countries that have similar outcomes	The sort of waiting lists that we have in this country for getting to see a consultant if you’ve got suspected cancer or heart disease or diabetes, they are unheard of in large parts of the western world	1	0	FN
QT50_427	have had similar spending as a percentage of GDP, but actually have better outcomes	there are countries that have similar outcomes	1	0	FN
QT50_428	we’re not getting the outcomes we need	It’s actually, weirdly, quite an efficient health service per pound spent	1	0	FN
QT50_450	rather than actually talking about the things that people in this government are doing that is harmful	we waste time talking about them	1	0	FN
QT50_451	we’re not that stupid, public	thinking that we’re all stupid enough to believe it ourselves	1	0	FN
QT50_458	That's not where we are	I campaigned for that	1	0	FN
QT50_462	we're not doing enough to help the social care sector	We focus a lot, rightly, on the NHS	1	0	FN
QT50_491	Record means nothing, significant means nothing	you sit there with records, significant funds	1	0	FN
QT50_493	I'm not minded to do so at the moment	I wish I could write something which all is well	1	0	FN
QT50_503	policemen get injured, people get injured, drivers get injured	You consider it to be peaceful	1	0	FN
QT50_509	what we can do as a country is show international leadership by doing things the right way	we cannot be responsible necessarily for the whole world	1	0	FN
QT50_511	they failed to do that	they just had to open the door, and accept the principle that they were going to have a conversation with the nurses about their pay	1	0	FN
QT50_513	they're sometimes not implemented at exactly the time that is suggested	pay review results are usually implemented	1	0	FN
QT50_514	The nurses one has come as a real shock	over the years, we've got used to different parts of business or organisations going on strike	1	0	FN
QT50_516	the Government offer is too low	19 per cent is too high	1	0	FN
QT50_531	we have a problem with people coming across the Channel	I don't have a problem with people coming	1	0	FN
QT50_537	we've justified it enough	we need to justify a pay rise	1	0	FN
QT50_539	that is completely irrelevant if the people there are leaving	we're increasing this number or increasing that number	1	0	FN
QT50_545	there is a lot of politics in it of course	the position is, the way it's worked, and by the way, not just under the Conservative Government but under previous governments is that these decisions, you try to take the politics out of it	1	0	FN
QT50_553	everyone wants to talk about it	they don't want to hear any more about it	1	0	FN
QT50_556	the royals have been turned into this kind of hideous cartel where they're feeding each other to the wolves in order to advance their own interests	being able to be a family	1	0	FN
QT50_559	we have not forgotten what Liz Truss and what your Government did to our economy	you forget	1	0	FN
QT50_561	We have no interest in taking money away from anyone else	I do appreciate the money has to come from somewhere	1	0	FN
QT50_564	we can't just fix it 10 percent	I would love nothing more than to be able to go in and say, here's a whole load -- and we have done it	1	0	FN
QT50_566	I'm not going to go there	you are desperate to drag this into the gutter	1	0	FN
QT50_587	when the REACH regulations first came in they were marvellous	the REACH chemical regulations are terrible, we hate them, they should never come in.	1	0	FN
QT50_593	it's about as oven-ready as a frozen turkey you take out five minutes before Christmas Day	the whole point about, you know, this being oven-ready	1	0	FN
QT50_597	we couldn't afford to lose any of those nurses out of the system	We've seen a complete exodus of European nurses	1	0	FN
QT50_598	doesn't mean you'll actually get it	it basically means, from day one, you can request the right to work from home, work part time, job share, and that kind of thing	1	0	FN
QT50_611	I’m talking about the 600 jobs the Conservative Party have put at risk	I am not talking about divestment	1	0	FN
QT50_612	that’s what’s happening in Wales	what we won't do is to cancel a road-building project	1	0	FN
QT50_613	There must be a radical rethinking about how government and how the structure of the UK operates	it’s always more of the same	1	0	FN
QT50_626	I’m worried where it’s going to start the rewriting of classics and popular culture	I hope it’s going to open a discussion on social change	1	0	FN
QT50_627	it’s a benevolent decision	it’s great that they did	1	0	FN
QT50_629	20 years later say, no, actually that was a man	a woman was born on January 21	1	0	FN
QT50_636	censoring books and changing words and banning books as well is very dangerous	social change is great	1	0	FN
QT50_637	changing them in any way and banning them I think is very very dangerous	it’s good to look back on the books and see what was bad about them and criticise them	1	0	FN
QT50_639	it wasn’t all major roads	is the decision to scrap all major road projects, will it damage the Welsh economy, what do you think?	1	0	FN
QT50_641	from Llanbedr, where Liz lives, down to Chepstow, where I live, and along the M4, we’re not going to be breathing clean air	Yes, we would	1	0	FN
QT50_642	let’s think about the next five/50 days when people are going to need to be able to get around on buses and on better public transport	we should think about 2050	1	0	FN
QT50_643	I think Cardiff is reasonably good for public transport once you get out of there	we do not have the kind of public transport that you should all rightly expect	1	0	FN
QT50_645	I always think that maybe did they decide to scrap the roads and then find a reason for it	I think it’s great that Labour are thinking about the environment	1	0	FN
QT50_649	the barracks will house something like 5,000	in terms of being credible, you've got 166,000 odd people waiting to have their asylum claim processed	1	0	FN
QT50_653	didn't used to.	I do support the Government's plan for Rwandan deportations	1	0	FN
QT50_661	nothing	we hear words from the Conservative Government	1	0	FN
QT50_663	there is so much more to be done	that is a real achievement	1	0	FN
QT50_681	We have an inequality crisis	we talk about a cost of living crisis here	1	0	FN
QT50_682	what has been put in place for young people	we're talking about young people and supporting them	1	0	FN
QT50_687	We are not dealing with fraud properly	that is the priorities	1	0	FN
US2016_002	Hillary actually has specifics, names names, etc	most of what she said has been fluff and targeted rhetoric	1	0	FN
US2016_005	I wasn't surprised	I can't believe people were that dumb to clap for that	1	0	FN
US2016_009	I hate you	Donald, I love you	1	0	FN
US2016_010	Rand is the closest we have to a libertarian since Ron Paul or Gary Johnson	not the faux libertarians like Rand	1	0	FN
US2016_025	income inequality remains significant , and nearly half of Americans are living paycheck to paycheck	There 's been a record six straight years of job growth , and new census numbers show incomes have increased at a record rate after years of stagnation	1	0	FN
US2016_030	corporate is staying Manufacturing is leaving	They are not leaving Detroit	1	0	FN
US2016_038	In the last couple of weeks , you acknowledged what most Americans have accepted for years	for five years , you perpetuated a false claim that the nation 's first black president was not a natural-born citizen	1	0	FN
US2016_043	Wrong	if there were nuclear war in East Asia , well , you know , that 's fine	1	0	FN
US2016_044	It 's lies	have a good time , folks	1	0	FN
US2016_045	like you think	not global warming	1	0	FN
US2016_046	your—your president thinks	not global warming	1	0	FN
US2016_052	Now you're for it	You were against same-sex marriage	1	0	FN
US2016_053	Now you say they're too harsh	You defended President Obama's immigration policies	1	0	FN
US2016_054	Now, suddenly, last week, you're against it	You supported his trade deal dozen of times	1	0	FN
US2016_055	Now, suddenly, last week, you're against it	"You even called it the ""gold standard"""	1	0	FN
US2016_056	"Last month in Ohio, you said you plead guilty to, quote, ""being kind of moderate and center."""	"I would ""take a back seat to no one when it comes to progressive values"""	1	0	FN
US2016_059	I am pro-life	very pro- choice	1	0	FN
US2016_060	I want to tell you what I've done	tonight we hear about what people want to do	1	0	FN
US2016_062	You've emphasized civil liberties, privacy during your campaign	Governor Chafee, you and Hillary Clinton both voted for the Patriot Act which created the NSA surveillance program	1	0	FN
