ID	locution1	locution2	label	roberta_mnli_locution_pred	eval_status
QT30_561	it's hard to trust politicians at the best of times	the idea that we need complete honesty and complete trust	1	0	FN
QT50_493	I'm not minded to do so at the moment	I wish I could write something which all is well	1	0	FN
QT50_413	The press keep saying it’s a respiratory disease	It’s a blood disease that stops the oxygen getting around your body, which affects any or all of your organs	1	0	FN
QT30_226	when you travel across the world most people are pretty similar in terms of what they want out of their lives	we get caught up on religion and beliefs and skin colour and our differences	1	0	FN
QT30_176	not officially	you've hitched your wagon	1	0	FN
QT50_511	they failed to do that	they just had to open the door, and accept the principle that they were going to have a conversation with the nurses about their pay	1	0	FN
QT50_228	All of the things that Boris Johnson and his government have shown they cannot deliver	The way forward is going to be statecraft, diligence, and graft	1	0	FN
QT30_197	The time for this is not now, everyone knows that's obvious	I do believe that there is…that you have to now	1	0	FN
QT30_126	We can have debates about timing and when the best time to do it would be	This is not about timing	1	0	FN
QT30_463	We do need to do a lot more	I'm pleased that the Government have done something	1	0	FN
QT50_079	Inside Russia, and inside Moscow, people close to him, not everyone may think it is a good idea	they're lining up behind the Russian president	1	0	FN
QT30_383	but when you listen to what he said, he said nothing	He was able to excite everyone with his slogans	1	0	FN
QT30_462	there could be a vaccine	I don't know if there's a vaccine that we could use	1	0	FN
QT30_043	We have learned that we can be at productive when we are at home, if not more productive	you couldn't work at home, you wouldn't be getting enough done	1	0	FN
QT50_301	the crisis hasn't stopped	the pandemic finished in February	1	0	FN
QT30_359	It's not the most pleasant of things	it's not particularly onerous	1	0	FN
QT50_116	there's been a huge outpouring of goodwill to rehome these people and support them at their time of need	we're still seeing disastrous numbers of people actually being allowed	1	0	FN
US2016_002	Hillary actually has specifics, names names, etc	most of what she said has been fluff and targeted rhetoric	1	0	FN
QT30_540	we still must be careful	we have to go forward	1	0	FN
QT30_422	The main problem though is the tests couldn't be run because of coronavirus	I've opened up tests	1	0	FN
QT50_146	actually £9 billion set aside, a £200 discount on energy bills, £150 discount on council tax, additional funds to make sure the most vulnerable are able…give them assistance in paying their energy bills	Not deal with it completely	1	0	FN
QT50_626	I’m worried where it’s going to start the rewriting of classics and popular culture	I hope it’s going to open a discussion on social change	1	0	FN
QT30_205	this government seems to want to reduce it	over the last few decades, if not centuries, we've seen successive governments try to expand the franchise	1	0	FN
QT30_075	Jeremy Corbyn allowed the space for anti-Semites to come into the party and the leadership did absolutely nothing about it	It’s not one person’s fault	1	0	FN
QT30_217	in this case, in the railways, it just hasn't worked	privatisation is a positive thing	1	0	FN
QT30_194	I don't feel the same way anymore	I could be proud to vote for	1	0	FN
QT30_248	the ending of the eviction ban is premature	I have every sympathy with landlords	1	0	FN
QT50_450	rather than actually talking about the things that people in this government are doing that is harmful	we waste time talking about them	1	0	FN
QT50_119	we can't fight Vladimir Putin with blankets	As a Ukrainian MP said to me this week, it's all very well sending us blankets	1	0	FN
QT50_349	possibly the next week	Possibly tomorrow	1	0	FN
QT30_311	I don’t earn too much	I have to give the money back now because I earn too much	1	0	FN
US2016_044	It 's lies	have a good time , folks	1	0	FN
QT50_559	we have not forgotten what Liz Truss and what your Government did to our economy	you forget	1	0	FN
QT30_494	they are deliberately at a different level which is something I found interesting when I started to work in politics as opposed to business	Neither of those things are true	1	0	FN
QT30_241	I would like to see us work out a way to live with it on a longer term basis	I would like to see restrictions lifted sooner	1	0	FN
QT50_282	you can't do that	that's what we have to do in our own lives and in our jobs	1	0	FN
QT30_521	it's not been done	it was made a priority to look after women and gendered violence	1	0	FN
QT50_257	It is not given to us	The point you say money given to us	1	0	FN
