ID	locution1	locution2	label	roberta_mnli_locution_pred	eval_status
US2016_000	she's staying above the noise	most of what she said has been fluff and targeted rhetoric	0	1	FP
QT50_360	there are people who are undecided	In Scotland there are more people who voted for the SNP	0	1	FP
QT30_515	it would be a bad assessment to assume he was trying to make a direct link to the conversation that had been happening previously	the Prime Minister's comments were clumsy	0	1	FP
QT50_625	the government decided to make an example of her	she should absolutely have been able to come back here and be tried for the crimes she is said to have committed that mean the government have taken her citizenship away	0	1	FP
QT50_258	the youngsters who might benefit won't know it is them who will benefit	if there is a planning application for more homes you get all the people in the area turning up saying they don't want t	0	1	FP
US2016_017	I would n't do that	I 've been very nice to you , although I could probably maybe not be	0	1	FP
QT50_488	you've got to check if they want it	Liverpool have got a pedigree for singing	0	1	FP
QT50_576	it is important to recognise this is one of the most consulted on pieces of legislation in history, Scottish history	we spoke about the review earlier on	0	1	FP
QT50_390	things haven't changed	the leadership of Sinn Fein are trying to say there is a momentum behind this	0	1	FP
QT50_068	there are some really strict Parliamentary oversight procedures to ensure that that data is being held properly	there are circumstances in which you do use data, for example, fighting crime and preventing terrorism	0	1	FP
QT50_136	you cut the subsidies when it came to onshore wind and solar	he could say to me that, I don't know, that we weren't sufficiently in favour of nuclear early enough	0	1	FP
QT30_076	there are systemic and institutional biases	you’re not doing it intentionally	0	1	FP
QT50_652	now we've got governments that are trying to rip up those obligations	We helped build the universal declaration on human rights	0	1	FP
QT30_297	the idea of a passport is ethically unacceptable	I work in healthcare and I encourage every patient I meet to get their COVID vaccine	0	1	FP
QT50_054	at the same time we can't simply say this is something for the future	We have to answer that question as to why we have ended up with this tragic death toll as we have	0	1	FP
QT30_072	there are going to be questions emerging	That’s why right now from the Scottish government perspective of my day is spent in dealing with the virus and dealing with the economic fall-out of the virus	0	1	FP
QT50_141	that's different to the long-term strategy that we've launched today with renewables, nuclear, and making sure we're not increasing our imports of oil and gas	these are the important things that we've announced to help people with bills	0	1	FP
QT30_384	we find ourselves in a situation, almost I believe of a mirror of what we saw with the truck drivers	if, as you promise, 1 day, workers in this country will have higher wages	0	1	FP
QT50_440	some of us are involved in politics in order to try and make the world better	the modern way of looking at politicians is to laugh at us or to sneer at us	0	1	FP
QT30_419	now, you know, that's not allowed for insurance and things like that	In the olden days, they used to be able to take their wives with them	0	1	FP
QT50_646	the asylum system is broken	for a whole variety of reasons	0	1	FP
QT30_116	The only thing on these islands was the approach to the ports at the south of England when they were trying to get across to Europe and that was caused by Covid-19	How much of this is being hyped up in the same way that remarijuana said	0	1	FP
QT30_129	which isn't just how terrible Scotland would do if it went out there as an independent country	you need to come up with a good proposition for the union	0	1	FP
QT50_014	Peter talked about the value of testing before people get on a plane	Labour's point is about PCR tests	0	1	FP
QT50_094	there would be people around him who would think he's crazy	maybe he would press the button	0	1	FP
QT50_056	now they are taking five days	I was talking to a Trust Chief Executive who two weeks ago could get tested in a day	0	1	FP
QT50_490	It’s a protest	there’s a new law saying that we mustn’t make noise when we protest	0	1	FP
QT30_509	in terms of capacity, this isn't particularly abnormal for the NHS	the stats Victor pointed out we have very serious problems about waiting lists	0	1	FP
QT50_584	Which isn't, to me, a particularly attractive prospect	turned into some kind of weird campaign to turn Britain into Singapore on Thames	0	1	FP
QT50_076	we can't then have different interventions in different parts of the country	as we come out we have to be together to help simplify the messaging	0	1	FP
QT30_218	we know that the coronavirus mutates when it's in high circulation	there may not have been a variant of concern	0	1	FP
QT30_399	it is a lot of people now don't want to cut up meat	Maybe it is the conditions	0	1	FP
QT30_536	many people could end up in hospital	death rates should be much, much lower	0	1	FP
QT30_037	But you don't accept the risk for people like key workers	what Suresh said about people accepting the risk is not the full story	0	1	FP
QT50_394	Rishi Sunak moved Conservative constituencies up the list	last year, or two years ago, the town fund put towns in…580 towns in order of their greatest need	0	1	FP
QT50_336	I wouldn't say that's a particular	I'm not a marketing genius like Karan here	0	1	FP
QT30_049	Great idea; begs the question where are the teachers	We can open hotels, we can put up marquees and that way we can get more kids back into school	0	1	FP
QT50_280	dealing with the actual issues and being ready on day one to come in, not as an apprenticeship but ready on day one is really important	I know a lot of political bickering and appreciate that,	0	1	FP
QT30_379	we've got to be very careful to balance that with keeping the so very important aspect, almost unique in our democracy, which is the openness and accessibility of elected representatives to their constituents	The protection should be there if a member of parliament feels that they require it or that their staff should require it	0	1	FP
QT30_304	being in that situation is like nothing that I would wish on my worst enemy	I've been in a position where myself and my daughter were effectively homeless and it is a really horrible place to be	0	1	FP
QT50_091	if they go to France, they can get in a dinghy and get free entry	isn't it ironic that we've got people in need, yeah, because of the war, who are having barriers put in front of them to come to this country	0	1	FP
QT50_373	you didn't support the independence	you wanted Nicola Sturgeon to steer us through the pandemic	0	1	FP
QT50_224	Where was the concern about the impact on the Good Friday Agreement	I listen carefully to Robert saying the importance of consent	0	1	FP
QT50_477	what’s most corrosive in this from any perspective, whether it’s financial, economic or social, is to give in to fatalism	there is a realism around 1.5 degrees	0	1	FP
QT50_650	they're an even more vulnerable population	given that if we're talking about the welfare of these people who come here	0	1	FP
QT50_572	a lot of these stories are made up	some of you might not believe that given what you have read in the press	0	1	FP
QT30_533	we know things could change	there's really good reason at the moment looking at the data as it is	0	1	FP
QT50_159	the International Criminal Court, all members are obliged to pick people up if they see someone who has been wanted by the International Criminal Court to stand for war crimes	Putin clearly hasn't seen the sunlight in quite a while	0	1	FP
