ID	locution1	locution2	proposition1	proposition2	label	prep_needed	locution1_corrected	locution2_corrected	proposition1_corrected	proposition2_corrected
QT50_255	the SNP are determined to lift people out of poverty	That is the challenge we are facing	the SNP are determined to lift people out of poverty	the UK government reducing universal credit is the challenge we are facing	non-contradiction	false				
QT50_402	"The one thing it's not really good at is saving lives, unfortunately"	The NHS is really good at lots of things	the one thing the NHS is not really good at is saving lives	the NHS is really good at lots of things	non-contradiction	false	"The one thing it's not really good at is saving lives, unfortunately"			
QT30_141	"we're talking about this in a clinical, policy-driven way about an appalling human event"	we all have to remember as we move forward that it is nothing compared to what Sara Everard's family are feeling this morning	"we're talking about Sara Everard's murder in a clinical, policy-driven way about an appalling human event"	we all have to remember as we move forward that it is nothing compared to what Sara Everard's family are feeling this morning	contradiction	true				
QT30_327	there are big questions about how the deforestation agreement will be enforced	"in that world with, yes, the small steps forward are welcome"	there are big questions about how the deforestation agreement will be enforced	"in that world with, yes, the small steps forward are welcome"	non-contradiction	false				
QT50_158	Putin clearly hasn't seen the sunlight in quite a while	It's the International Criminal Court	Putin clearly hasn't seen the sunlight in quite a while	the mechanism for holding Vladimir Putin to account is the International Criminal Court	non-contradiction	false				
QT50_234	we haven't got that	We have to get politicians who put their job above the colour of their party	we haven't got politicians who put their job above the colour of their party	we have to get politicians who put their job above the colour of their party	contradiction	false				
QT30_332	"That's not acceptable, in my opinion, when it gets to these fundamental issues of dignity and respect, equity, compassion, that really are at the roots of making humanity function"	They tend to take the safe route or the easy way out or to keep silent	"when it gets to these fundamental issues of dignity and respect, equity, compassion, that really are at the roots of making humanity function it is not acceptable to take the safe route or the easy way out or to keep silent"	the people that are in positions of power and find it difficult to speak up tend to take the safe route or the easy way out or to keep silent	contradiction	true				
QT50_130	we will have to learn from this report as well	we've introduced the Best Start Programme	we will have to learn from this report as well	we've introduced the Best Start Programme	non-contradiction	false				
QT50_580	Both governments failed to do that	The key thing about Section 35 is you're supposed to resolve all these problems before you get there	both governments failed to resolve all problems concerning women's safety	the key thing about Section 35 is you're supposed to resolve all problems concerning women's safety before you get to passing a bill	contradiction	true				
QT50_392	"as the weeks go on, we'll see the Government start to fray"	what we have now is someone who can at least string two sentences together and sound and look competent	"as the weeks go on, we'll see the Government start to fray"	what we have now is someone who can at least string two sentences together and sound and look competent	contradiction	false	"as the weeks go on, we'll see the Government start to fray"		"as the weeks go on, we'll see the Government start to fray"	
QT50_6	We don't know whether that's going to happen	So it is a theoretical possibility	we don't know whether the Omicron variant being a blessing in disguise is going to happen	it is a theoretical possibility that the new variant is a blessing in disguise	non-contradiction	false				
QT30_547	not unanimous	Quite a lot	the audience is not unanimous in raising their hands if they think that Matt Hancock should be one of the first to take the vaccine	quite a lot of the audience has raised their hand	non-contradiction	true				
QT50_324	the timing is horrendous	"As much as you look at the policies and individually, a lot of the policies that were mentioned in the mini-budget were good and will help with growth"	the timing is horrendous	"as much as you look at the policies and individually, a lot of the policies that were mentioned in the mini-budget were good and will help with growth"	non-contradiction	false				
QT50_89	the EU is sanctioning them	We have this absurd situation now where Boris Johnson said he's leading the world in targeting these people	the EU is sanctioning these oligarchs	we have this absurd situation now where Boris Johnson said he's leading the world in targeting these people	contradiction	true				
QT50_47	but behind each individual number there is a personal tragedy for both the individuals concerned but also their relatives and families	and we can talk about numbers	behind each individual number there is a personal tragedy for both the individuals concerned but also their relatives and families	we can talk about numbers	non-contradiction	false				
QT30_33	"have actually shown themselves to be very compassionate, responsible and stoic"	this next generation coming through have really defined this snowflake stereotype that's been applied to them too many times	"this next generation have actually shown themselves to be very compassionate, responsible and stoic"	this next generation coming through have really defined this snowflake stereotype that's been applied to them too many times	contradiction	false				
QT50_168	we're left in gridlock	things happen at short notice	we're left in gridlock	things happen at short notice	contradiction	false				
QT30_341	we need to do more	I'm glad action is being taken	we need to do more against the use of racist language	Paul Scully is glad action is being taken against using racist words	non-contradiction	false				
QT30_437	this isn't normal protest	protecting those very sacred rights	M25 protest isn't normal protest	Kate Andrews completely agrees with protecting those very sacred rights	non-contradiction	false				
QT50_435	instead it's fewer	they actually need more people to look after them	there's fewer people in healthcare than needed	sicker people actually need more people to look after them	contradiction	true	instead it's fewer			
QT50_420	We're not seeing that now	course the social care levy coming out of that	we are not seeing a change in social care	one of Rishi Sunak's big ideas was the social care levy coming out of the rise in national insurance	contradiction	true	We're not seeing that now			
QT50_293	that is only going to happen in 2023	It looks like the loophole is going to be closed	the loophole being closed is only going to happen in 2023	it looks like the loophole is going to be closed	contradiction	true				
QT50_143	The tide comes in and out twice a day and offers an almost endless opportunity to generate electricity	The strategy doesn't talk about tidal generation	the tide comes in and out twice a day and offers an almost endless opportunity to generate electricity	UK's energy strategy doesn't talk about tidal generation	non-contradiction	false				
QT30_135	That would be the wrong thing to do	"We could say we'll send hospitality back first, but we won't send schools back"	"saying that we'll send hospitality back first, but we won't send schools back would be the wrong thing to do"	"we could say we'll send hospitality back first, but we won't send schools back"	contradiction	false				
QT30_69	"Are they getting cuts off their rent, their bills, their food"	we're still asking people in many circumstances to make a cut to their wages	"people in many circumstances are or are not getting cuts off their rent, their bills, their food"	we're still asking people in many circumstances to make a cut to their wages	contradiction	false		we're still asking people in many circumstances to make a cut to their wages		we're still asking people in many circumstances to make a cut to their wages
QT50_415	we don't have 40	did you just say we have 40 new hospitals	we don't have 40 new hospitals	Lucy Frazer did just say we have 40 new hospitals	contradiction	false	we don't have 40		we don't have 40 new hospitals	
US2016_40	it ca n't be dismissed that easily	he tried to put the whole racist birther lie to bed	it ca n't be dismissed that easily	TRUMP tried to put the whole racist birther lie to bed	contradiction	false	it can't be dismissed that easily		it can't be dismissed that easily	
QT50_381	everybody makes a mistake and maybe we should move on	"We shouldn't detest anybody, especially if you are in the business of looking after people"	everybody makes a mistake and maybe we should move on	"we shouldn't detest anybody, especially if you are in the business of looking after people"	non-contradiction	false				
QT30_165	do you really want to spend five years of that nine years arguing about independence	at the very heart of your policies	Lorna Slater really wants to spend five years of that nine years arguing about Scottish independence	we've got nine years to confront the climate emergency at the very heart of Lorna Slater's policies	contradiction	false				
QT30_313	I believe her	There is an independent review of whether or not the first minister broke the code of conduct	Jeane Freeman agrees that the first minister did not break the code of conduct	there is an independent review of whether or not the first minister broke the code of conduct	non-contradiction	false				
QT30_223	we've got to learn and improve	franchises just doesn't work	we've got to learn and improve	franchises just doesn't work	non-contradiction	false				
QT30_353	it's never enough	"one, legislation is really important"	legislation is never enough	"one, legislation is really important"	non-contradiction	false				
QT30_326	It doesn't mean they should be let off things	a few weeks ago we were talking about the importance of remembering that MPs are human beings	MPs being human doesn't mean they should be let off things	a few weeks ago we were talking about the importance of remembering that MPs are human beings	non-contradiction	false				
QT30_527	as opposed to our current Prime Minister	That's an appeal for me	Sir Keir Starmer brushes his hair and seems like a grown-up opposed to our current Prime Minister who does not	Sir Keir Starmer brushing his hair before doing speeches is an appeal for Deborah Frances-White	non-contradiction	true				
QT50_526	Peter's suggesting that the Government has effectively painted itself into a corner.	the Government needs to get in the room and have a conversation	Peter Hitchens is suggesting that the Government has effectively painted itself into a corner	the Government needs to get in the room with nurses and and have a conversation	non-contradiction	false				
QT50_450	rather than actually talking about the things that people in this government are doing that is harmful	we waste time talking about them	we should talk about the things that people in this government are doing that are harmful	we waste time talking about the people that shouldn't be MPs	contradiction	true				
QT50_11	We can't afford to have the economy shut down because everybody is sick	"It is not a simple case of if we shut things down, the economy suffers"	we can't afford to have the economy shut down because everybody is sick	"it is not a simple case of if we shut things down, the economy suffers"	contradiction	false				
QT50_516	the Government offer is too low	19 per cent is too high	the Government offer for nurses is too low	a 19 per cent pay increase for nurses is too high	contradiction	true				
QT30_455	the planning departments and safety departments that pass these off	It should predominantly be the contractors	it should predominantly be the planning departments and safety departments that pass these fire safety bills off	it should predominantly be the contractors who are left with the fire safety bill	contradiction	true				
US2016_64	It is not a solution for any of our problems	Nobody proposes common sense gun solutions	it is not a solution for any of our problems	nobody proposes common sense gun solutions	non-contradiction	false				
US2016_14	I have been on the forefront of dealing with climate change	I never took a position on Keystone until I took a position on Keystone	Clinton has been on the forefront of dealing with climate change	"right before this debate , Secretary Clinton 's campaign put out a lot of reversals on positions on Keystone and many other things"	non-contradiction	false				
QT50_544	when it comes to things like the NHS or the education sector you're effectively saying to all these public sector workers get poorer and be happy about it	Pay's got to be competitive	when it comes to things like the NHS or the education sector the government is effectively saying to all these public sector workers get poorer and be happy about it	pay's got to be competitive	contradiction	false				
QT50_428	we're not getting the outcomes we need	"It's actually, weirdly, quite an efficient health service per pound spent"	the NHS is not getting the outcomes we need	"the NHS is actually, weirdly, quite an efficient health service per pound spent"	contradiction	true	we're not getting the outcomes we need	"It's actually, weirdly, quite an efficient health service per pound spent"		
QT30_427	they wouldn't have to take those actions	It's inconvenient and it's not the best way	the protestors on the M25 wouldn't have to take those actions	what the protestors on the M25 are doing is inconvenient and it's not the best way	non-contradiction	false				
QT30_314	that seems to be an attempt here to do that	You cannot change the game when you are playing the game	there seems to be an attempt here to do change the game when you are playing the game	you cannot change the game when you are playing the game	contradiction	false				
QT30_122	"Instead we've had almost a year's worth now of open/close, start/stop, lockdown and various restrictions"	"This should have been at the outset, close the borders, stop the virus coming in and contain it"	"instead we've had almost a year's worth now of open/close, start/stop, lockdown and various restrictions"	"this should have been at the outset, close the borders, stop the virus coming in and contain it"	contradiction	false				
QT50_127	there's a perfect storm of failures	If they were listened to many of those babies could have been saved	there's a perfect storm of failures	if women were listened to many of those babies could have been saved	non-contradiction	false				
QT30_151	but at least do what the Scottish Government has done	the RCN is quite strongly making a compelling case for the 12.5 per cent increase	the RCN should at least do what the Scottish Government has done	the RCN is quite strongly making a compelling case for the 12.5 per cent increase	non-contradiction	false				
QT50_155	we now need to think about the risks of not intervening	there are very real risks	we now need to think about the risks of not intervening in the atrocities in Ukraine	there are very real risks in taking the approach of introducing a no-fly zone and safe havens	contradiction	true				
QT50_440	some of us are involved in politics in order to try and make the world better	the modern way of looking at politicians is to laugh at us or to sneer at us	some of us are involved in politics in order to try and make the world better	the modern way of looking at politicians is to laugh at us or to sneer at us	non-contradiction	false				
QT50_242	it doesn't seem to apply to the government	Think how difficult it is for magistrates applying the rules yet	it doesn't seem to apply to the government	think how difficult it is for magistrates applying the rules yet	non-contradiction	false		Think how difficult it is for magistrates applying the rules		think how difficult it is for magistrates applying the rules
QT30_272	It can't be both	The matter is closed one minute and he took decisive action the next	it can't be both	the matter is closed one minute and he took decisive action the next	non-contradiction	false				
QT50_83	there will be more people who might decide to come out and say how dismayed they are and outraged at what their government is doing as you just did	Some are on the sanctions list	there will be more people who might decide to come out and say how dismayed they are and outraged at what their government is doing just as Konstantin just did	some of those who sat on the fence are on the sanctions list	non-contradiction	false				
QT30_230	We have a government that has a catch phrase about levelling up	We don't have a government which is matching the wishes that young people have for themselves right now	we have a government that has a catchphrase about levelling up	we don't have a government which is matching the wishes that young people have for themselves right now	contradiction	false				
QT50_380	That's definitely not what I'm saying at all	she can be rude too	Nicole Sturgeon can be rude because other people are rude too is definitely not what John Swinney is saying at all	Nicole Sturgeon can be rude too	contradiction	true				
QT30_390	we haven't got this over the line	I believe Steve Barkley who is charged with saving Christmas yet again is doing everything he can	we haven't got this over the line	Minette Batters believes Steve Barkley who is charged with saving Christmas yet again is doing everything he can	non-contradiction	false				
QT50_179	there's one of them that's sticking out that won't actually give me the price increase that we need	Most of them have said yes	there's one of the supermarkets that's sticking out that won't actually give Wilfred Emmanuel-Jones the price increase that we need	most of the supermarkets have said yes	non-contradiction	true				
QT30_204	I'm only joking	get a partner who annoys you as much as my partner annoys me	Michelle Dewberry is only joking about getting a partner who annoys you	get a partner who annoys you as much as Michelle Dewberry's partner annoys her	contradiction	false				
QT50_359	"at the moment, to me that's a secondary issue"	Every party wants their party to win	"at the moment, to Douglas Ross whether Liz Truss will win the general election is a secondary issue"	every party wants their party to win	contradiction	false				
QT30_136	I feel that we need more than just the practicalities of life	In many ways it is a luxury	we need more than just the practicalities of life	in many ways it is a luxury to go to a restaurant or a on an aeroplane	contradiction	true				
QT30_96	but there's a long way to go	Hope and help is here	there is a long way to go	hope and help is here	non-contradiction	false	but there's a long way to go			
QT50_93	"in a crisis now, they can't find some way of getting a VIP hot line for the people who actually want to come to this country and get protection and during an emergency in their time of need"	"During the middle of the pandemic, in a heartbeat, a VIP hot line was set up for their mates to get contracts out"	"in a crisis now, the Government can't find some way of getting a VIP hot line for the people who actually want to come to the UK and get protection and during an emergency in their time of need"	"during the middle of the pandemic, in a heartbeat, a VIP hot line was set up for the Government's mates to get contracts out"	contradiction	true				
QT30_336	you don't have to put them in now	"Let's take the heat pumps, Â£5,000 subsidy grant towards putting them in"	you don't have to put the heat pumps in now	"let's take the heat pumps, Â£5,000 subsidy grant towards putting them in"	contradiction	true		"Let's take the heat pumps, £5,000 subsidy grant towards putting them in"		"let's take the heat pumps, £5,000 subsidy grant towards putting them in"
QT50_66	I have not seen any conversation like that happen yet	"I think we have to when we are giving away all of our liberties, including privacy, we have to be informed about what we are giving away and getting in return"	Afua Hirsch has not seen any conversation about which liberties we are giving away happen yet	"when we are giving away all of our liberties, including privacy, we have to be informed about what we are giving away and getting in return"	contradiction	true				
QT50_493	I'm not minded to do so at the moment	I wish I could write something which all is well	Armando Iannucci is not minded to write something positive at the moment	Armando Iannucci wishes he could write something which all is well	contradiction	false				
QT30_500	we have got to change the mindset of people	Racism must not be tolerated in society at all	we have got to change the mindset of people	racism must not be tolerated in society at all	non-contradiction	false				
QT50_385	no one is an enemy	we are opponents	no one is an enemy	we are opponents	contradiction	false				
QT50_389	the leadership of Sinn Fein are trying to say there is a momentum behind this	"In 2022, the combined nationalist vote is still 40%"	the leadership of Sinn Fein are trying to say there is a momentum behind this	"in 2022, the combined nationalist vote is still 40%"	contradiction	false				
QT50_468	"China, that's the world's largest emitter of greenhouse gases"	"Xi Jinping of China, that's the world's largest emitter of greenhouse gases, Xi Jinping is not attending"	China is the world's largest emitter of greenhouse gases	Xi Jinping of China is not attending COP27	contradiction	true	"China, that's the world's largest emitter of greenhouse gases"	"Xi Jinping of China, that's the world's largest emitter of greenhouse gases, Xi Jinping is not attending"	China is the world's largest emitter of greenhouse gases	
QT30_140	we heard my colleague Jess Phillips in parliament today saying it is not rare for women to be subject to male violence	We heard the Met Police Commissioner say it is incredibly rare for a woman to be abducted from our street	we heard Steve Reed's colleague Jess Phillips in parliament today saying it is not rare for women to be subject to male violence	we heard the Met Police Commissioner say it is incredibly rare for a woman to be abducted from our street	non-contradiction	false				
US2016_34	That's a terrible idea	You mean let him control the narrative	that's a terrible idea	let TRUMP control the narrative	contradiction	false				
QT50_139	what's going to happen in the short-term	it's a good long-term energy strategy in some ways	something is going to happen in the short-term	the UK Government's energy strategy is a good long-term energy strategy in some ways	non-contradiction	false				
QT30_443	that's a lot of dough	they'd like to insulate homes by 2035	a thousand pounds per insulation of household is a lot of dough	the government would like to insulate homes by 2035	non-contradiction	false				
QT50_669	"if we leave them our house, our children will be subject to paying a 40 per cent inheritance tax on that property"	the only way that they potentially will be able to have a house is if my husband and I leave them the house that we will eventually finish paying our mortgage when we're into our 60s	"if AudienceMember 20230427QT20 and their husband leave the children their house, their children will be subject to paying a 40 per cent inheritance tax on that property"	the only way that AudienceMember 20230427QT20's children potentially will be able to have a house is if AudienceMember 20230427QT20's husband and AudienceMember 20230427QT20 leave the children the house that they will eventually finish paying our mortgage when they're into their 60s	non-contradiction	false				
QT30_26	as I expect you know	you talked about this report from Stanford 0.1 to 0.2 per centâ€¦	the report from Stanford 0.1 to 0.2 per cent was not peer reviewed	Rocco Forte talked about this report from Stanford 0.1 to 0.2 per cent	non-contradiction	true		you talked about this report from Stanford 0.1 to 0.2 per cent		
QT50_261	in 1970 whether I got married I felt very bitter about it	I agree with affordable however	in 1970 when AudienceMember 20220707QT46 got married he felt very bitter about affordable homes	AudienceMember 20220707QT46 agrees with affordable homes	non-contradiction	true				
QT30_499	I do think it is starting to reduce the effect it had in the first place	I understand why	AudienceMember 20210805QT26 thinks taking the knee is starting to reduce the effect it had in the first place	AudienceMember 20210805QT26 understands why people take the knee	contradiction	true				
QT50_140	We're now apparently getting a nuclear power station every year	nuclear power wasn't seen to be safe	we're now apparently getting a nuclear power station every year	nuclear power wasn't seen to be safe	contradiction	false				
QT30_176	not officially	you've hitched your wagon	the Scottish Greens have not officially hitched their wagon	the Scottish Greens have hitched their wagon	contradiction	false				
US2016_13	They stopped throwing anything to Carson like half an hour in	Fox News is throwing softballs to everyone but Trump	They stopped throwing anything to CARSON like half an hour in	Fox News is throwing softballs to everyone but TRUMP	non-contradiction	false				
QT30_250	"in the medium term we need architects and builders to be coming up with much more low cost, affordable housing,"	I agree with Heather about keeping a rental sector going	"in the medium term we need architects and builders to be coming up with much more low cost, affordable housing,"	Anthony Costello agrees with Heather McGregor about keeping a rental sector going	non-contradiction	false				
QT30_535	we do need to do a lot more than just ban junk food ads after 9	there's evidence that actually it will	we do need to do a lot more than just ban junk food ads after 9	there's evidence that banning junk food ads before 9pm will stop us eating what we want	non-contradiction	false				
QT30_322	at the moment we have a government to whom they feel the law doesn't apply to them	Our democratic system has a series of checks and balances	at the moment we have a government to whom they feel the law doesn't apply to them	our democratic system has a series of checks and balances	non-contradiction	false				
QT30_101	we're borrowing Â£400 billion this year -- in a single year	"We can offer more help, we want to see that"	we're borrowing Â£400 billion this year -- in a single year	"we can offer more help, we want to see that"	contradiction	false	we're borrowing £400 billion this year -- in a single year		we're borrowing £400 billion this year -- in a single year	
QT50_204	our counterparts in Europe won't change the basis upon which they want to negotiate	The government consistently tried to negotiate	the government's counterparts in Europe won't change the basis upon which they want to negotiate	the government consistently tried to negotiate	contradiction	false				
US2016_20	as if that 's a huge game changer	A lot of people are talking about defunding planned parenthood	defunding planned parenthood is not a huge game changer	A lot of people are talking about defunding planned parenthood	contradiction	false				
QT50_10	They haven't brought anybody in yet	"The government have been promising to bring 20,000 Afghanistan refugees to the UK, 5,000 this year"	the government haven't brought anybody in yet	"the government have been promising to bring 20,000 Afghanistan refugees to the UK, 5,000 this year"	contradiction	false				
QT50_518	the Institute for Fiscal Studies called that a dodgy number	they claimed it was going to cost Â£28 billion	the Institute for Fiscal Studies called Â£28 billion a dodgy number	the Government claimed a pay rise for nurses was going to cost Â£28 billion	contradiction	false		they claimed it was going to cost £28 billion	the Institute for Fiscal Studies called £28 billion a dodgy number	the Government claimed a pay rise for nurses was going to cost £28 billion
QT50_195	I would pick up on Charlotte's point about who makes the decision	Wilfred makes a really interesting point	Damian Green would pick up on Charlotte's point about who makes the decision	Wilfred Emmanuel-Jones makes a really interesting point	non-contradiction	false				
QT50_631	there's nothing substantial in the basis of that kind of proclamation	"The Conservatives have, in someone like Liz Truss, made the sounds that you might find acceptable in terms of using the word ""growth"""	there's nothing substantial in the basis of the proclamation of growth	"the Conservatives have, in someone like Liz Truss, made the sounds that you might find acceptable in terms of using the word ""growth"""	contradiction	true				
QT30_497	all we're saying is more needs to be delivered. More needs to be delivered	Pounds after pounds and euros after euros and dollars after dollars are going into this pot	all we're saying is more needs to be delivered. More needs to be delivered	pounds after pounds and euros after euros and dollars after dollars are going into this pot	non-contradiction	false				
QT50_655	they're outsourcing most of the carbon emissions to China and so on	"At the same time, they're saying they're doing such a wonderful job"	the Government are outsourcing most of the carbon emissions to China and so on	"At the same time, the Government are saying they're doing such a wonderful job"	contradiction	false				
QT50_50	here will be a time to reflect and learn lessons at the end of this	That could have had an impact early on	there will be a time to reflect and learn lessons at the end of the pandemic	London having a big public transportation system could have had an impact early on in the pandemic	non-contradiction	true				
QT50_321	they're going up by 6%	"You stepped in as a Central Government and said no, that won't happen"	the rates are going up by 6%	"Paul Scully stepped in as a Central Government and said no, the 178% are increase won't happen"	contradiction	true				
QT30_124	putting together the damage which has been done by this virus	people should be thinking that we should divide our country	people should be putting together the damage which has been done by this virus	people should be thinking that we should divide our country	non-contradiction	true				
QT50_339	Right now it doesn't	you can't talk about growing your economy unless you've got a decent childcare system that supports parents into work	right now the childcare system does not support parents into work	you can't talk about growing your economy unless you've got a decent childcare system that supports parents into work	contradiction	false				
QT50_63	To be a success it is essential that the authorities have access to our personal data	"One of the major issues that concerns many viewers that will download the mobile app is our reluctance for the government to access our private data and all the privacy issues of using such data for track, trace and quarantine"	to be a success it is essential that the authorities have access to our personal data	"one of the major issues that concerns many viewers that will download the mobile app is our reluctance for the government to access our private data and all the privacy issues of using such data for track, trace and quarantine"	contradiction	false				
QT30_445	That was evidently not the case	both the other politicians on the panel have mentioned the police already having the powers	police already having the powers was evidently not the case	both the other politicians on the Question Time panel have mentioned the police already having the powers	contradiction	false				
QT50_446	and what Matt Hancock's done	There's a huge difference between Gavin Williamson and what he did and what some others have done in parliament and indeed the flaws of this current cabinet that we're already seeing	Matt Hancock going on I'm a Celebrity is very different to other misdemeanours ongoing in parliament	there's a huge difference between Gavin Williamson and what he did and what some others have done in parliament and indeed the flaws of this current cabinet that we're already seeing	non-contradiction	true	and what Matt Hancock's done	There's a huge difference between Gavin Williamson and what he did and what some others have done in parliament and indeed the flaws of this current cabinet that we're already seeing		there's a huge difference between Gavin Williamson and what he did and what some others have done in parliament and indeed the flaws of this current cabinet that we're already seeing
QT30_409	the effective tax raise on people under the system for universal credit was 90 per cent	you say you would do all of these things	the effective tax raise on people under the system for universal credit was 90 per cent	you say you would do all of these things	non-contradiction	false				
QT50_220	the government not only ploughed ahead with Brexit but ploughed ahead with the hardest form of Brexit	When the majority of people in Northern Ireland did not consent to that change	the government not only ploughed ahead with Brexit but ploughed ahead with the hardest form of Brexit	the majority of people in Northern Ireland did not consent to the Northern Ireland Protocol	contradiction	true				
QT50_111	the city centre is well fortified	they were shelled on the outside of Kyiv	the city centre of Kyiv is well fortified	they were shelled on the outside of Kyiv	non-contradiction	false				
QT30_187	"I'm not involved with that party, which is now Reform"	then I ran secondly as a Brexit Party candidate	"Michelle Dewberry is not involved with the Brexit Party, which is now called Reform"	then Michelle Dewberry ran secondly as a Brexit Party candidate	contradiction	true				
US2016_21	Only ISIS is responsible for the depravity	only ISIS is responsible for the terrorism	Only ISIS is responsible for the depravity	Republican hawks are to blame for the rise of ISIS	contradiction	true				
QT30_394	Prince Andrew denies it	"of sexually assaulting her three times in the States when she was underage there, which was 17"	Prince Andrew denies the accusation	"Virginia Giuffre's accusation to Prince Andrew was of sexually assaulting her three times in the States when she was underage there, which was 17"	contradiction	false				
QT50_548	"when it comes to the issue of life and limb if you don't know that someone will come when there's literally a risk to life, I don't think that's the right"	"the point the gentleman's making, of course you have to be able to strike that balance"	"when it comes to the issue of life and limb if you don't know that someone will come when there's literally a risk to life, I don't think that's the right"	"the point the gentleman's making, of course you have to be able to strike that balance"	non-contradiction	false				
QT30_211	I called back in January for a comprehensive hotel quarantine	the challenge was put to me about captain hindsight	Nick Thomas-Symonds called back in January for a comprehensive hotel quarantine	the challenge was put to Nick Thomas-Symonds about captain hindsight	non-contradiction	false				
QT50_319	it is not a traditional inflation event	We're in a situation where inflation is running high	it is not a traditional inflation event	we're in a situation where inflation is running high	non-contradiction	false				
QT50_579	there's a lot of merit in it	which used to be seen as a bit of a clichÃ©	there's a lot of merit in taxing the rich	taxing the rich used to be seen as a bit of a clichÃ©	contradiction	true		which used to be seen as a bit of a cliché		taxing the rich used to be seen as a bit of a cliché
QT30_320	I find a reason not to be in the room	I'm five minutes from where things are happening	Tim Stanley finds a reason not to be in the room	Tim Stanley is five minutes from where things are happening	contradiction	false				
QT50_169	"it's a bit disingenuous, to say the least, to have somebody who holds public office not to model the behaviour that we would all like to see and not to hold the right standards of behaviour"	I fully appreciate that	"it's a bit disingenuous, to say the least, to have somebody who holds public office not to model the behaviour that we would all like to see and not to hold the right standards of behaviour"	"AudienceMember 20220407QT20 fully appreciates that Akshata Murthy is obviously not in leadership, Akshata Murthy is just married to someone who is"	non-contradiction	true				
QT30_278	it is a dramatically suppressed link	It is not a broken link	breaking the link between the cases and the hospitalisation and the hospitals is a dramatically suppressed link	breaking the link between the cases and the hospitalisation and the hospitals is not a broken link	non-contradiction	false				
QT50_133	"all the other things that need to be done, you haven't done it"	"both parties can take their hats off and say, actually that was down to us"	"all the other things that need to be done, you haven't done it"	"both political parties can take their hats off and say, actually that was down to us"	non-contradiction	false				
QT30_65	They had to wait 10 days to find out they're getting 40 million pounds	quick action for the businesses affected	affected businesses had to wait 10 days to find out they're getting 40 million pounds	it is really important that there is quick action for the businesses affected	contradiction	true	They had to wait 10 days to find out they're getting 40 million pounds		affected businesses had to wait 10 days to find out they're getting 40 million pounds	
QT50_235	"we can get around the table and try to find solutions because medicines issues, pets, plants, business"	We can keep going back to Brexit and having the squabbles that everybody has been having	"we can get around the table and try to find solutions because medicines issues, pets, plants, business"	we can keep going back to Brexit and having the squabbles that everybody has been having	contradiction	false				
QT50_487	we absolutely do	what they're arguing for is that the government should take this subject seriously	we absolutely do take the climate change subject seriously	what Just Stop Oil protesters are arguing for is that the government should take the climate change subject seriously	contradiction	true		what they're arguing for is that the government should take this subject seriously		
QT30_22	This is not true	a force for good only in the world	the British Empire being a force for good in the world is not true	the British Empire was a force for good only in the world	contradiction	true				
QT30_265	is now happening	the government said would never happen	farmers being undercut is now happening	the government said farmers being undercut would never happen	contradiction	false				
QT50_602	our security teams were all there	I then became very conscious that the MPs carried on not coming in	MPs security teams were all there	Jacob Rees-Mogg then became very conscious that the MPs carried on not coming in	contradiction	true				
QT30_401	nobody wants to admit to it in the Government	the problem here is the elephant in the room and nobody wants to admit to it in the Government is Brexit	nobody wants to admit to it in the Government	"the problem here, the elephant in the room, is Brexit"	contradiction	true				
